date,devices,added,removed,scaled
2022/05/01 06:20:12,25,4,0,-4
2022/05/01 06:20:29,26,1,0,-4
2022/05/01 06:20:45,26,1,1,-4
2022/05/01 06:21:01,25,1,2,-4
2022/05/01 06:21:17,25,0,0,-4
2022/05/01 06:21:33,25,1,1,-4
2022/05/01 06:21:49,24,1,2,-5
2022/05/01 06:22:05,23,1,2,-5
2022/05/01 06:22:21,21,1,3,-5
2022/05/01 06:22:37,19,1,3,-6
2022/05/01 06:22:53,23,5,1,-5
2022/05/01 06:23:09,23,1,1,-5
2022/05/01 06:23:25,23,1,1,-5
2022/05/01 06:23:41,21,0,2,-5
2022/05/01 06:23:58,21,1,1,-5
2022/05/01 06:24:14,20,2,3,-6
2022/05/01 06:24:30,22,3,1,-5
2022/05/01 06:24:46,23,1,0,-5
2022/05/01 06:25:02,22,1,2,-5
2022/05/01 06:25:18,24,2,0,-5
2022/05/01 06:25:34,23,0,1,-5
2022/05/01 06:25:50,24,2,1,-5
2022/05/01 06:26:06,23,0,1,-5
2022/05/01 06:26:22,24,2,1,-5
2022/05/01 06:26:38,23,0,1,-5
2022/05/01 06:26:55,20,2,5,-6
2022/05/01 06:27:11,19,0,1,-6
2022/05/01 06:27:27,18,0,1,-6
2022/05/01 06:27:43,19,1,0,-6
2022/05/01 06:27:59,20,1,0,-6
2022/05/01 06:28:15,20,1,1,-6
2022/05/01 06:28:31,17,1,4,-7
2022/05/01 06:28:47,18,2,1,-6
2022/05/01 06:29:03,21,4,1,-5
2022/05/01 06:29:19,23,4,2,-5
2022/05/01 06:29:35,24,1,0,-5
2022/05/01 06:29:51,24,2,2,-5
2022/05/01 06:30:07,29,6,1,-3
2022/05/01 06:30:23,32,5,2,-2
2022/05/01 06:30:39,33,1,0,-2
2022/05/01 06:30:56,32,1,2,-2
2022/05/01 06:31:12,32,0,0,-2
2022/05/01 06:31:28,35,3,0,-1
2022/05/01 06:31:44,40,6,1,0
2022/05/01 06:32:00,39,0,1,0
2022/05/01 06:32:17,40,2,1,0
2022/05/01 06:32:33,42,2,0,0
2022/05/01 06:32:49,45,4,1,1
2022/05/01 06:33:05,41,0,4,0
2022/05/01 06:33:21,37,0,4,0
2022/05/01 06:33:37,37,2,2,0
2022/05/01 06:33:53,35,0,2,-1
2022/05/01 06:34:09,29,0,6,-3
2022/05/01 06:34:25,25,0,4,-4
2022/05/01 06:34:41,26,2,1,-4
2022/05/01 06:34:58,27,3,2,-4
2022/05/01 06:35:14,28,1,0,-3
2022/05/01 06:35:30,25,0,3,-4
2022/05/01 06:35:46,19,0,6,-6
2022/05/01 06:36:02,20,1,0,-6
2022/05/01 06:36:18,21,3,2,-5
2022/05/01 06:36:34,21,2,2,-5
2022/05/01 06:36:50,21,2,2,-5
2022/05/01 06:37:06,21,0,0,-5
2022/05/01 06:37:22,24,3,0,-5
2022/05/01 06:37:38,24,3,3,-5
2022/05/01 06:37:55,25,1,0,-4
2022/05/01 06:38:11,25,1,1,-4
2022/05/01 06:38:27,26,1,0,-4
2022/05/01 06:38:43,27,2,1,-4
2022/05/01 06:38:59,27,1,1,-4
2022/05/01 06:39:15,27,0,0,-4
2022/05/01 06:39:31,28,1,0,-3
2022/05/01 06:39:47,29,1,0,-3
2022/05/01 06:40:03,30,2,1,-3
2022/05/01 06:40:19,28,1,3,-3
2022/05/01 06:40:35,29,2,1,-3
2022/05/01 06:40:51,31,5,3,-2
2022/05/01 06:41:07,32,1,0,-2
2022/05/01 06:41:23,32,2,2,-2
2022/05/01 06:41:39,30,2,4,-3
2022/05/01 06:41:56,30,0,0,-3
2022/05/01 06:42:12,28,0,2,-3
2022/05/01 06:42:28,25,0,3,-4
2022/05/01 06:42:44,25,2,2,-4
2022/05/01 06:43:00,23,0,2,-5
2022/05/01 06:43:16,23,0,0,-5
2022/05/01 06:43:32,25,3,1,-4
2022/05/01 06:43:48,29,6,2,-3
2022/05/01 06:44:05,30,3,2,-3
2022/05/01 06:44:21,29,0,1,-3
2022/05/01 06:44:37,30,2,1,-3
2022/05/01 06:44:53,26,1,5,-4
2022/05/01 06:45:09,26,1,1,-4
2022/05/01 06:45:25,26,2,2,-4
2022/05/01 06:45:41,24,0,2,-5
2022/05/01 06:45:57,26,2,0,-4
2022/05/01 06:46:13,26,0,0,-4
2022/05/01 06:46:29,28,2,0,-3
2022/05/01 06:46:46,29,3,2,-3
2022/05/01 06:47:02,30,1,0,-3
2022/05/01 06:47:18,31,1,0,-2
2022/05/01 06:47:34,32,3,2,-2
2022/05/01 06:47:50,29,1,4,-3
2022/05/01 06:48:06,29,3,3,-3
2022/05/01 06:48:22,30,1,0,-3
2022/05/01 06:48:38,28,1,3,-3
2022/05/01 06:48:54,28,1,1,-3
2022/05/01 06:49:10,29,2,1,-3
2022/05/01 06:49:27,27,1,3,-4
2022/05/01 06:49:43,27,0,0,-4
2022/05/01 06:49:59,27,2,2,-4
2022/05/01 06:50:15,28,2,1,-3
2022/05/01 06:50:31,29,3,2,-3
2022/05/01 06:50:47,28,2,3,-3
2022/05/01 06:51:04,28,1,1,-3
2022/05/01 06:51:20,28,0,0,-3
2022/05/01 06:51:36,27,2,3,-4
2022/05/01 06:51:52,26,0,1,-4
2022/05/01 06:52:08,24,0,2,-5
2022/05/01 06:52:24,24,2,2,-5
2022/05/01 06:52:40,24,1,1,-5
2022/05/01 06:52:57,28,5,1,-3
2022/05/01 06:53:13,29,3,2,-3
2022/05/01 06:53:29,29,1,1,-3
2022/05/01 06:53:45,30,1,0,-3
2022/05/01 06:54:01,30,1,1,-3
2022/05/01 06:54:17,27,0,3,-4
2022/05/01 06:54:33,24,0,3,-5
2022/05/01 06:54:49,25,3,2,-4
2022/05/01 06:55:05,28,3,0,-3
2022/05/01 06:55:21,29,1,0,-3
2022/05/01 06:55:37,28,1,2,-3
2022/05/01 06:55:53,29,2,1,-3
2022/05/01 06:56:10,32,3,0,-2
2022/05/01 06:56:26,31,1,2,-2
2022/05/01 06:56:42,31,1,1,-2
2022/05/01 06:56:58,26,1,6,-4
2022/05/01 06:57:14,23,0,3,-5
2022/05/01 06:57:30,22,1,2,-5
2022/05/01 06:57:47,21,0,1,-5
2022/05/01 06:58:03,20,0,1,-6
2022/05/01 06:58:19,22,2,0,-5
2022/05/01 06:58:35,23,1,0,-5
2022/05/01 06:58:51,21,2,4,-5
2022/05/01 06:59:07,19,1,3,-6
2022/05/01 06:59:28,19,1,1,-6
2022/05/01 06:59:44,18,0,1,-6
2022/05/01 07:00:00,19,3,2,-6
2022/05/01 07:00:16,26,9,2,-4
2022/05/01 07:00:32,28,2,0,-3
2022/05/01 07:00:48,29,2,1,-3
2022/05/01 07:01:04,29,2,2,-3
2022/05/01 07:01:21,34,5,0,-1
2022/05/01 07:01:37,35,2,1,-1
2022/05/01 07:01:53,35,0,0,-1
2022/05/01 07:02:09,34,0,1,-1
2022/05/01 07:02:25,35,2,1,-1
2022/05/01 07:02:41,36,2,1,-1
2022/05/01 07:02:58,36,2,2,-1
2022/05/01 07:03:14,36,1,1,-1
2022/05/01 07:03:30,35,0,1,-1
2022/05/01 07:03:46,36,1,0,-1
2022/05/01 07:04:02,34,0,2,-1
2022/05/01 07:04:18,25,0,9,-4
2022/05/01 07:04:34,27,2,0,-4
2022/05/01 07:04:50,26,1,2,-4
2022/05/01 07:05:06,23,1,4,-5
2022/05/01 07:05:22,23,3,3,-5
2022/05/01 07:05:38,24,4,3,-5
2022/05/01 07:05:55,24,1,1,-5
2022/05/01 07:06:11,23,0,1,-5
2022/05/01 07:06:27,21,0,2,-5
2022/05/01 07:06:43,20,1,2,-6
2022/05/01 07:06:59,18,0,2,-6
2022/05/01 07:07:15,22,4,0,-5
2022/05/01 07:07:31,22,0,0,-5
2022/05/01 07:07:47,24,3,1,-5
2022/05/01 07:08:03,27,3,0,-4
2022/05/01 07:08:19,32,5,0,-2
2022/05/01 07:08:35,31,2,3,-2
2022/05/01 07:08:51,33,3,1,-2
2022/05/01 07:09:07,35,3,1,-1
2022/05/01 07:09:24,33,0,2,-2
2022/05/01 07:09:40,31,1,3,-2
2022/05/01 07:09:56,29,0,2,-3
2022/05/01 07:10:12,32,3,0,-2
2022/05/01 07:10:28,33,1,0,-2
2022/05/01 07:10:44,34,2,1,-1
2022/05/01 07:11:01,35,1,0,-1
2022/05/01 07:11:17,34,2,3,-1
2022/05/01 07:11:33,34,1,1,-1
2022/05/01 07:11:49,31,0,3,-2
2022/05/01 07:12:05,28,0,3,-3
2022/05/01 07:12:21,24,1,5,-5
2022/05/01 07:12:37,24,2,2,-5
2022/05/01 07:12:53,25,4,3,-4
2022/05/01 07:13:09,26,4,3,-4
2022/05/01 07:13:25,28,2,0,-3
2022/05/01 07:13:41,29,2,1,-3
2022/05/01 07:13:57,33,4,0,-2
2022/05/01 07:14:14,32,2,3,-2
2022/05/01 07:14:30,34,3,1,-1
2022/05/01 07:14:46,33,1,2,-2
2022/05/01 07:15:02,32,0,1,-2
2022/05/01 07:15:18,31,0,1,-2
2022/05/01 07:15:34,31,2,2,-2
2022/05/01 07:15:50,35,4,0,-1
2022/05/01 07:16:06,35,0,0,-1
2022/05/01 07:16:22,36,2,1,-1
2022/05/01 07:16:38,37,3,2,0
2022/05/01 07:16:54,37,3,3,0
2022/05/01 07:17:10,34,2,5,-1
2022/05/01 07:17:27,34,2,2,-1
2022/05/01 07:17:43,34,1,1,-1
2022/05/01 07:17:59,33,2,3,-2
2022/05/01 07:18:15,31,0,2,-2
2022/05/01 07:18:31,29,0,2,-3
2022/05/01 07:18:47,31,3,1,-2
2022/05/01 07:19:03,31,0,0,-2
2022/05/01 07:19:19,33,2,0,-2
2022/05/01 07:19:35,31,0,2,-2
2022/05/01 07:19:51,29,1,3,-3
2022/05/01 07:20:07,28,0,1,-3
2022/05/01 07:20:23,26,1,3,-4
2022/05/01 07:20:39,29,5,2,-3
2022/05/01 07:20:56,34,8,3,-1
2022/05/01 07:21:12,38,7,3,0
2022/05/01 07:21:28,40,5,3,0
2022/05/01 07:21:44,43,4,1,0
2022/05/01 07:22:00,43,2,2,0
2022/05/01 07:22:16,43,1,1,0
2022/05/01 07:22:32,47,4,0,2
2022/05/01 07:22:49,46,2,3,1
2022/05/01 07:23:05,47,1,0,2
2022/05/01 07:23:21,46,1,2,1
2022/05/01 07:23:37,48,2,0,2
2022/05/01 07:23:53,47,0,1,2
2022/05/01 07:24:09,48,1,0,2
2022/05/01 07:24:25,50,3,1,3
2022/05/01 07:24:41,47,2,5,2
2022/05/01 07:24:57,44,4,7,1
2022/05/01 07:25:13,40,3,7,0
2022/05/01 07:25:29,38,3,5,0
2022/05/01 07:25:46,37,3,4,0
2022/05/01 07:26:02,37,3,3,0
2022/05/01 07:26:18,40,3,0,0
2022/05/01 07:26:34,36,1,5,-1
2022/05/01 07:26:50,38,4,2,0
2022/05/01 07:27:06,41,4,1,0
2022/05/01 07:27:22,41,2,2,0
2022/05/01 07:27:38,40,1,2,0
2022/05/01 07:27:54,41,1,0,0
2022/05/01 07:28:10,43,3,1,0
2022/05/01 07:28:27,42,2,3,0
2022/05/01 07:28:43,43,3,2,0
2022/05/01 07:28:59,41,1,3,0
2022/05/01 07:29:15,42,4,3,0
2022/05/01 07:29:31,46,7,3,1
2022/05/01 07:29:47,47,4,3,2
2022/05/01 07:30:03,45,1,3,1
2022/05/01 07:30:19,42,0,3,0
2022/05/01 07:30:35,43,2,1,0
2022/05/01 07:30:51,44,5,4,1
2022/05/01 07:31:07,42,1,3,0
2022/05/01 07:31:23,44,3,1,1
2022/05/01 07:31:39,48,6,2,2
2022/05/01 07:31:56,47,1,2,2
2022/05/01 07:32:12,44,1,4,1
2022/05/01 07:32:28,44,1,1,1
2022/05/01 07:32:44,42,2,4,0
2022/05/01 07:33:00,41,1,2,0
2022/05/01 07:33:16,37,0,4,0
2022/05/01 07:33:32,30,0,7,-3
2022/05/01 07:33:48,29,3,4,-3
2022/05/01 07:34:05,28,0,1,-3
2022/05/01 07:34:21,30,2,0,-3
2022/05/01 07:34:37,32,3,1,-2
2022/05/01 07:34:53,29,0,3,-3
2022/05/01 07:35:09,30,3,2,-3
2022/05/01 07:35:25,27,0,3,-4
2022/05/01 07:35:41,21,0,6,-5
2022/05/01 07:35:58,26,6,1,-4
2022/05/01 07:36:14,25,0,1,-4
2022/05/01 07:36:30,27,2,0,-4
2022/05/01 07:36:46,27,2,2,-4
2022/05/01 07:37:02,28,2,1,-3
2022/05/01 07:37:18,29,1,0,-3
2022/05/01 07:37:34,31,2,0,-2
2022/05/01 07:37:50,28,0,3,-3
2022/05/01 07:38:06,30,2,0,-3
2022/05/01 07:38:22,28,0,2,-3
2022/05/01 07:38:38,24,0,4,-5
2022/05/01 07:38:55,26,2,0,-4
2022/05/01 07:39:11,24,0,2,-5
2022/05/01 07:39:27,24,0,0,-5
2022/05/01 07:39:43,26,2,0,-4
2022/05/01 07:39:59,22,1,5,-5
2022/05/01 07:40:15,25,3,0,-4
2022/05/01 07:40:31,24,0,1,-5
2022/05/01 07:40:47,25,2,1,-4
2022/05/01 07:41:03,23,1,3,-5
2022/05/01 07:41:19,24,2,1,-5
2022/05/01 07:41:35,21,1,4,-5
2022/05/01 07:41:51,22,1,0,-5
2022/05/01 07:42:07,23,3,2,-5
2022/05/01 07:42:23,26,3,0,-4
2022/05/01 07:42:39,29,4,1,-3
2022/05/01 07:42:56,31,4,2,-2
2022/05/01 07:43:12,33,2,0,-2
2022/05/01 07:43:28,35,2,0,-1
2022/05/01 07:43:44,35,1,1,-1
2022/05/01 07:44:00,35,3,3,-1
2022/05/01 07:44:16,35,3,3,-1
2022/05/01 07:44:32,37,2,0,0
2022/05/01 07:44:49,38,1,0,0
2022/05/01 07:45:05,38,1,1,0
2022/05/01 07:45:21,37,1,2,0
2022/05/01 07:45:37,36,1,2,-1
2022/05/01 07:45:53,40,5,1,0
2022/05/01 07:46:09,37,1,4,0
2022/05/01 07:46:25,34,0,3,-1
2022/05/01 07:46:41,33,3,4,-2
2022/05/01 07:46:57,34,4,3,-1
2022/05/01 07:47:13,34,0,0,-1
2022/05/01 07:47:29,32,0,2,-2
2022/05/01 07:47:46,32,1,1,-2
2022/05/01 07:48:02,32,3,3,-2
2022/05/01 07:48:18,33,4,3,-2
2022/05/01 07:48:34,33,3,3,-2
2022/05/01 07:48:50,35,3,1,-1
2022/05/01 07:49:06,40,5,0,0
2022/05/01 07:49:22,47,8,1,2
2022/05/01 07:49:38,49,2,0,2
2022/05/01 07:49:54,49,3,3,2
2022/05/01 07:50:11,50,2,1,3
2022/05/01 07:50:27,54,5,1,4
2022/05/01 07:50:43,56,5,3,5
2022/05/01 07:50:59,54,2,4,4
2022/05/01 07:51:15,58,4,0,5
2022/05/01 07:51:31,62,4,0,6
2022/05/01 07:51:47,66,6,2,8
2022/05/01 07:52:03,65,3,4,7
2022/05/01 07:52:19,64,3,4,7
2022/05/01 07:52:35,68,7,3,8
2022/05/01 07:52:51,70,5,3,9
2022/05/01 07:53:07,71,6,5,9
2022/05/01 07:53:23,64,1,8,7
2022/05/01 07:53:39,62,1,3,6
2022/05/01 07:53:56,61,2,3,6
2022/05/01 07:54:12,60,1,2,6
2022/05/01 07:54:28,56,1,5,5
2022/05/01 07:54:44,53,2,5,4
2022/05/01 07:55:00,54,3,2,4
2022/05/01 07:55:16,55,5,4,4
2022/05/01 07:55:33,52,1,4,3
2022/05/01 07:55:49,48,1,5,2
2022/05/01 07:56:05,45,0,3,1
2022/05/01 07:56:21,42,0,3,0
2022/05/01 07:56:37,37,1,6,0
2022/05/01 07:56:53,33,2,6,-2
2022/05/01 07:57:09,34,6,5,-1
2022/05/01 07:57:25,34,2,2,-1
2022/05/01 07:57:41,33,0,1,-2
2022/05/01 07:58:02,34,3,2,-1
2022/05/01 07:58:18,34,2,2,-1
2022/05/01 07:58:34,36,3,1,-1
2022/05/01 07:58:50,36,3,3,-1
2022/05/01 07:59:06,35,1,2,-1
2022/05/01 07:59:22,33,2,4,-2
2022/05/01 07:59:39,34,2,1,-1
2022/05/01 07:59:55,38,4,0,0
2022/05/01 08:00:11,41,4,1,0
2022/05/01 08:00:27,46,5,0,1
2022/05/01 08:00:43,46,1,1,1
2022/05/01 08:00:59,43,0,3,0
2022/05/01 08:01:15,44,5,4,1
2022/05/01 08:01:31,47,5,2,2
2022/05/01 08:01:47,50,3,0,3
2022/05/01 08:02:03,47,1,4,2
2022/05/01 08:02:20,47,3,3,2
2022/05/01 08:02:36,47,1,1,2
2022/05/01 08:02:52,49,3,1,2
2022/05/01 08:03:08,49,1,1,2
2022/05/01 08:03:24,48,2,3,2
2022/05/01 08:03:40,49,2,1,2
2022/05/01 08:03:56,46,2,5,1
2022/05/01 08:04:13,45,2,3,1
2022/05/01 08:04:29,45,3,3,1
2022/05/01 08:04:45,45,2,2,1
2022/05/01 08:05:01,53,8,0,4
2022/05/01 08:05:17,53,4,4,4
2022/05/01 08:05:33,49,1,5,2
2022/05/01 08:05:49,52,5,2,3
2022/05/01 08:06:05,54,3,1,4
2022/05/01 08:06:21,52,1,3,3
2022/05/01 08:06:37,53,2,1,4
2022/05/01 08:06:53,49,0,4,2
2022/05/01 08:07:09,52,3,0,3
2022/05/01 08:07:25,52,2,2,3
2022/05/01 08:07:42,53,4,3,4
2022/05/01 08:07:58,52,1,2,3
2022/05/01 08:08:14,55,3,0,4
2022/05/01 08:08:30,58,4,1,5
2022/05/01 08:08:46,57,2,3,5
2022/05/01 08:09:02,49,3,11,2
2022/05/01 08:09:18,45,1,5,1
2022/05/01 08:09:34,44,1,2,1
2022/05/01 08:09:50,41,3,6,0
2022/05/01 08:10:06,41,2,2,0
2022/05/01 08:10:22,43,3,1,0
2022/05/01 08:10:38,44,4,3,1
2022/05/01 08:10:55,47,3,0,2
2022/05/01 08:11:11,47,3,3,2
2022/05/01 08:11:27,52,6,1,3
2022/05/01 08:11:43,54,6,4,4
2022/05/01 08:11:59,57,5,2,5
2022/05/01 08:12:15,61,6,2,6
2022/05/01 08:12:31,59,3,5,5
2022/05/01 08:12:47,63,6,2,7
2022/05/01 08:13:03,63,3,3,7
2022/05/01 08:13:19,64,2,1,7
2022/05/01 08:13:35,67,4,1,8
2022/05/01 08:13:51,70,6,3,9
2022/05/01 08:14:08,72,4,2,10
2022/05/01 08:14:24,72,3,3,10
2022/05/01 08:14:40,72,4,4,10
2022/05/01 08:14:56,73,3,2,10
2022/05/01 08:15:12,80,10,3,12
2022/05/01 08:15:28,78,4,6,11
2022/05/01 08:15:50,82,9,5,13
2022/05/01 08:16:06,82,4,4,13
2022/05/01 08:16:22,83,6,5,13
2022/05/01 08:16:38,84,5,4,13
2022/05/01 08:16:54,83,5,6,13
2022/05/01 08:17:10,80,1,4,12
2022/05/01 08:17:26,79,1,2,12
2022/05/01 08:17:42,80,4,3,12
2022/05/01 08:17:58,76,1,5,11
2022/05/01 08:18:14,79,8,5,12
2022/05/01 08:18:30,90,13,2,15
2022/05/01 08:18:48,87,2,5,14
2022/05/01 08:19:04,87,4,4,14
2022/05/01 08:19:20,81,0,6,12
2022/05/01 08:19:36,79,1,3,12
2022/05/01 08:19:52,71,0,8,9
2022/05/01 08:20:08,68,2,5,8
2022/05/01 08:20:24,68,6,6,8
2022/05/01 08:20:40,66,5,7,8
2022/05/01 08:20:57,66,3,3,8
2022/05/01 08:21:13,66,2,2,8
2022/05/01 08:21:29,66,1,1,8
2022/05/01 08:21:45,65,3,4,7
2022/05/01 08:22:01,66,2,1,8
2022/05/01 08:22:17,74,13,5,10
2022/05/01 08:22:33,68,7,13,8
2022/05/01 08:22:49,71,5,2,9
2022/05/01 08:23:05,71,5,5,9
2022/05/01 08:23:22,74,3,0,10
2022/05/01 08:23:38,75,2,1,10
2022/05/01 08:23:54,79,4,0,12
2022/05/01 08:24:10,79,2,2,12
2022/05/01 08:24:26,78,4,5,11
2022/05/01 08:24:42,77,2,3,11
2022/05/01 08:24:58,76,3,4,11
2022/05/01 08:25:14,76,3,3,11
2022/05/01 08:25:30,74,2,4,10
2022/05/01 08:25:46,73,2,3,10
2022/05/01 08:26:02,75,4,2,10
2022/05/01 08:26:18,67,5,13,8
2022/05/01 08:26:35,62,4,9,6
2022/05/01 08:26:51,62,6,6,6
2022/05/01 08:27:07,61,3,4,6
2022/05/01 08:27:23,60,4,5,6
2022/05/01 08:27:39,66,8,2,8
2022/05/01 08:27:55,70,7,3,9
2022/05/01 08:28:11,75,7,2,10
2022/05/01 08:28:27,77,4,2,11
2022/05/01 08:28:44,79,5,3,12
2022/05/01 08:29:00,78,1,2,11
2022/05/01 08:29:16,77,2,3,11
2022/05/01 08:29:32,79,5,3,12
2022/05/01 08:29:53,92,15,2,16
2022/05/01 08:30:09,95,7,4,17
2022/05/01 08:30:25,92,1,4,16
2022/05/01 08:30:41,94,4,2,16
2022/05/01 08:30:58,95,5,4,17
2022/05/01 08:31:14,96,5,4,17
2022/05/01 08:31:30,96,6,6,17
2022/05/01 08:31:46,92,4,8,16
2022/05/01 08:32:02,94,8,6,16
2022/05/01 08:32:18,92,5,7,16
2022/05/01 08:32:34,91,3,4,15
2022/05/01 08:32:50,90,4,5,15
2022/05/01 08:33:07,98,8,0,18
2022/05/01 08:33:23,100,4,2,18
2022/05/01 08:33:39,101,5,4,19
2022/05/01 08:33:55,92,5,14,16
2022/05/01 08:34:11,88,3,7,15
2022/05/01 08:34:27,89,3,2,15
2022/05/01 08:34:43,87,2,4,14
2022/05/01 08:34:59,86,5,6,14
2022/05/01 08:35:16,84,3,5,13
2022/05/01 08:35:32,82,4,6,13
2022/05/01 08:35:48,84,5,3,13
2022/05/01 08:36:04,79,3,8,12
2022/05/01 08:36:20,78,2,3,11
2022/05/01 08:36:36,77,3,4,11
2022/05/01 08:36:52,72,3,8,10
2022/05/01 08:37:08,68,6,10,8
2022/05/01 08:37:24,68,3,3,8
2022/05/01 08:37:40,65,1,4,7
2022/05/01 08:37:57,66,4,3,8
2022/05/01 08:38:13,67,4,3,8
2022/05/01 08:38:29,65,2,4,7
2022/05/01 08:38:45,66,3,2,8
2022/05/01 08:39:01,68,7,5,8
2022/05/01 08:39:17,69,5,4,9
2022/05/01 08:39:33,69,4,4,9
2022/05/01 08:39:49,68,4,5,8
2022/05/01 08:40:06,68,4,4,8
2022/05/01 08:40:22,70,5,3,9
2022/05/01 08:40:38,73,5,2,10
2022/05/01 08:40:54,76,6,3,11
2022/05/01 08:41:10,73,4,7,10
2022/05/01 08:41:26,77,7,3,11
2022/05/01 08:41:42,79,3,1,12
2022/05/01 08:41:58,79,3,3,12
2022/05/01 08:42:14,79,3,3,12
2022/05/01 08:42:30,79,3,3,12
2022/05/01 08:42:46,83,8,4,13
2022/05/01 08:43:02,80,3,6,12
2022/05/01 08:43:18,77,2,5,11
2022/05/01 08:43:34,78,4,3,11
2022/05/01 08:43:51,76,3,5,11
2022/05/01 08:44:07,80,7,3,12
2022/05/01 08:44:23,80,5,5,12
2022/05/01 08:44:39,81,4,3,12
2022/05/01 08:44:55,78,3,6,11
2022/05/01 08:45:11,75,2,5,10
2022/05/01 08:45:27,70,5,10,9
2022/05/01 08:45:44,70,3,3,9
2022/05/01 08:46:07,80,14,4,12
2022/05/01 08:46:23,84,7,3,13
2022/05/01 08:46:39,86,5,3,14
2022/05/01 08:46:55,87,7,6,14
2022/05/01 08:47:12,88,4,3,15
2022/05/01 08:47:28,94,9,3,16
2022/05/01 08:47:44,95,6,5,17
2022/05/01 08:48:00,95,6,6,17
2022/05/01 08:48:16,95,5,5,17
2022/05/01 08:48:33,93,3,5,16
2022/05/01 08:48:49,92,4,5,16
2022/05/01 08:49:05,91,2,3,15
2022/05/01 08:49:21,92,3,2,16
2022/05/01 08:49:37,92,3,3,16
2022/05/01 08:49:53,96,6,2,17
2022/05/01 08:50:09,86,5,15,14
2022/05/01 08:50:25,86,4,4,14
2022/05/01 08:50:41,84,2,4,13
2022/05/01 08:51:02,84,4,4,13
2022/05/01 08:51:18,82,2,4,13
2022/05/01 08:51:34,75,3,10,10
2022/05/01 08:51:50,72,4,7,10
2022/05/01 08:52:06,70,5,7,9
2022/05/01 08:52:23,68,3,5,8
2022/05/01 08:52:39,94,29,3,16
2022/05/01 08:52:55,100,10,4,18
2022/05/01 08:53:11,109,10,1,21
2022/05/01 08:53:27,109,3,3,21
2022/05/01 08:53:43,108,2,3,21
2022/05/01 08:53:59,110,8,6,21
2022/05/01 08:54:16,105,1,6,20
2022/05/01 08:54:32,104,4,5,20
2022/05/01 08:54:48,105,3,2,20
2022/05/01 08:55:04,108,7,4,21
2022/05/01 08:55:20,117,11,2,24
2022/05/01 08:55:36,124,9,2,26
2022/05/01 08:55:52,130,9,3,28
2022/05/01 08:56:08,155,26,1,35
2022/05/01 08:56:24,172,21,4,41
2022/05/01 08:56:41,159,15,28,37
2022/05/01 08:56:58,158,7,8,36
2022/05/01 08:57:23,156,9,11,36
2022/05/01 08:57:39,161,10,5,37
2022/05/01 08:57:56,165,6,2,39
2022/05/01 08:58:12,164,9,10,38
2022/05/01 08:58:28,173,11,2,41
2022/05/01 08:58:45,184,15,4,45
2022/05/01 08:59:01,188,6,2,46
2022/05/01 08:59:17,192,9,5,47
2022/05/01 08:59:33,190,10,12,46
2022/05/01 08:59:50,193,11,8,47
2022/05/01 09:00:06,193,7,7,47
2022/05/01 09:00:22,172,5,26,41
2022/05/01 09:00:39,155,4,21,35
2022/05/01 09:00:55,143,4,16,32
2022/05/01 09:01:11,138,3,8,30
2022/05/01 09:01:27,132,3,9,28
2022/05/01 09:01:43,132,9,9,28
2022/05/01 09:02:00,139,14,7,30
2022/05/01 09:02:16,144,11,6,32
2022/05/01 09:02:32,138,4,10,30
2022/05/01 09:02:48,133,8,13,29
2022/05/01 09:03:04,129,4,8,27
2022/05/01 09:03:34,120,8,17,25
2022/05/01 09:03:56,120,10,10,25
2022/05/01 09:04:12,120,8,8,25
2022/05/01 09:04:28,120,5,5,25
2022/05/01 09:04:44,119,3,4,24
2022/05/01 09:05:00,117,2,4,24
2022/05/01 09:05:21,118,3,2,24
2022/05/01 09:05:37,121,6,3,25
2022/05/01 09:05:53,118,6,9,24
2022/05/01 09:06:10,108,4,14,21
2022/05/01 09:06:26,104,7,11,20
2022/05/01 09:06:43,104,3,3,20
2022/05/01 09:06:59,100,5,9,18
2022/05/01 09:07:15,102,6,4,19
2022/05/01 09:07:32,106,4,0,20
2022/05/01 09:07:48,108,10,8,21
2022/05/01 09:08:04,107,9,10,20
2022/05/01 09:08:20,103,5,9,19
2022/05/01 09:08:36,107,9,5,20
2022/05/01 09:08:52,111,8,4,22
2022/05/01 09:09:08,116,8,3,23
2022/05/01 09:09:25,121,9,4,25
2022/05/01 09:09:41,124,8,5,26
2022/05/01 09:09:58,127,8,5,27
2022/05/01 09:10:14,131,9,5,28
2022/05/01 09:10:30,130,6,7,28
2022/05/01 09:10:46,128,3,5,27
2022/05/01 09:11:02,135,13,6,29
2022/05/01 09:11:18,134,6,7,29
2022/05/01 09:11:34,134,7,7,29
2022/05/01 09:11:51,130,5,9,28
2022/05/01 09:12:12,124,2,8,26
2022/05/01 09:12:28,123,3,4,25
2022/05/01 09:12:44,141,26,8,31
2022/05/01 09:13:14,146,19,14,33
2022/05/01 09:13:30,146,9,9,33
2022/05/01 09:13:46,142,5,9,31
2022/05/01 09:14:02,139,5,8,30
2022/05/01 09:14:18,133,3,9,29
2022/05/01 09:14:34,132,3,4,28
2022/05/01 09:14:56,142,12,2,31
2022/05/01 09:15:12,137,7,12,30
2022/05/01 09:15:28,141,9,5,31
2022/05/01 09:15:44,136,4,9,30
2022/05/01 09:16:00,143,12,5,32
2022/05/01 09:16:16,145,5,3,32
2022/05/01 09:16:32,158,15,2,36
